title,label,label_score
puro pakualaman gelar upacara hajad dalem labuh pantai glagah,non-clickbait,0
muka air susut bekas desa dasar waduk gajah mungkur muncul,non-clickbait,0
270 panwaslu usul nphd pilkada 2020,non-clickbait,0
pdip jatim buka daftar pilkada 14 september,non-clickbait,0
anggar erp apbd dki 2020,non-clickbait,0
celaka tol cipularang truk bakar km 91,non-clickbait,0
truk oleng tanjak emen tumpang tewas,non-clickbait,0
jk efek kpk jabat bumn hati hati takut,non-clickbait,0
rampok rm gratis duafa bogor makan,non-clickbait,0
jokowi mekar wilayah papua wiranto masuk,non-clickbait,0
google pajak media digital asing,non-clickbait,0
ibas yudhoyono kpk lemah kuat,non-clickbait,0
fenomena anggota dprd gadai sk bank gejala,clickbait,1
kivlan zen dakwa 4 senpi ilegal peluru tajam,non-clickbait,0
jaksa duit ratus juta habil marati kivlan zen cs,non-clickbait,0
pesan habil marati duit senpi kivlan cs bangsa semangat,non-clickbait,0
kivlan zen kaliber 22 tikus cari senpi milu,non-clickbait,0
sangka mafia migas bikin tampung duit suap british virgin island,non-clickbait,0
mafia migas eks bos petral kpk geledah 5 lokasi,non-clickbait,0
jk jokowi kirim surat presiden dpr bahas revisi uu kpk,non-clickbait,0
puluh rumah bantaran bengawan solo ancam bawa longsor,non-clickbait,0
aju eksepsi kivlan zen dakwa,non-clickbait,0
komisi iii dpr ipw cs dukung hasil pansel capim kpk,non-clickbait,0
wali kota cirebon instansi swasta pasang cctv intai jahat,non-clickbait,0
dampak tol desar jalan tanah depok lebar tahun,non-clickbait,0
selundup 74 ekor burung lindung hasil gagal,non-clickbait,0
angka aman mangkas pph korporasi,non-clickbait,0
9 pasang mesum buleleng bal ciduk operasi yustisi,non-clickbait,0
ratus karyawan pabrik boneka sukabumi racun makan,non-clickbait,0
banyuwangi raih harga kemenkum ham,non-clickbait,0
polisi selidik veronika koman alir dana,non-clickbait,0
gubernur edy rahmayadi sungai deli rusia,non-clickbait,0
aku bos investasi bodong mojokerto rugi korban rp 7,non-clickbait,0
kabar denda rp 1 juta beli zona merah pkl bandung,clickbait,1
sidang habil marati tunda gara gara damping acara,non-clickbait,0
jadwal ulang periksa polisi tunggu hadir tum fpi besok,non-clickbait,0
garbi partai gelora fahri hamzah gabung,non-clickbait,0
dana beli senpi kivlan habil marati fitnah,non-clickbait,0
jk banyak ott kpk prestasi,non-clickbait,0
anggota komisi iii dpr ngaku lobi dukung capim kpk terima,non-clickbait,0
aku hamil wanita blitar adu kades polisi,non-clickbait,0
sandang disabilitas jaring bacabup bacawabup jember,non-clickbait,0
aksi mahasiswa uns ingat mati munir jokowi serius,non-clickbait,0
fadli zon pasti sandiaga gabung gerindra,non-clickbait,0
celaka maut nganjuk tewas 3 10 saksi periksa,non-clickbait,0
menteri lhk kabut asap malaysia bilang indonesia,non-clickbait,0
munarman kertanegara 17 april tum fpi bingung panggil polisi,non-clickbait,0
warga wonogiri tewas bakar sih pekarang,non-clickbait,0
dprd usul posisi wagub dki jakarta,non-clickbait,0
polisi ganjil genap jl rs fatmawati langgar turun,non-clickbait,0
buang bayi enas tangerang mahasiswi,non-clickbait,0
bantah media malaysia bmkg asap karhutla lintas kuala lumpur,non-clickbait,0
gabung gerindra sandiaga bicara prabowo,non-clickbait,0
intelijen militer jerman luas lidi pengaruh ekstrem kanan,non-clickbait,0
duga korban tabrak lari sat tewas tol tb simatupang pagi,non-clickbait,0
hinca sby kader pd pasti perintah,non-clickbait,0
putra bj habibie kritis stabil istirahat,non-clickbait,0
mobil crane ambruk timpa kapal labuh semarang,non-clickbait,0
geram keluarga hoax bj habibie tinggal dunia,clickbait,1
pria oknum pns duga cabul 4 gadis umur sleman,non-clickbait,0
buka career expo gubernur khofifah kenal mobile training unit,non-clickbait,0
putra habibie lemas aktivitas,non-clickbait,0
laku leceh seksual krl aman stasiun duren kalibata,non-clickbait,0
ketua dpr tangan papua progresif,non-clickbait,0
eks gubernur aceh abdullah puteh vonis 15 tahun penjara tipu,non-clickbait,0
duga tipu rp 75 eks ketua hipmi sultra tangkap,non-clickbait,0
sandiaga balik gerindra,non-clickbait,0
keluarga batas kunjung tamu jenguk bj habibie,non-clickbait,0
modal ganjil genap anies rang polusi tahap,non-clickbait,0
vonis 15 tahun bui eks gubernur aceh abdullah puteh banding,non-clickbait,0
air pdam mampet 4 risma nggak gitu telkom blackout,non-clickbait,0
latih gabung paskhas tni au terjun rebut bandara banyuwangi,non-clickbait,0
taman nasional gunung merbabu pantau bakar hutan,non-clickbait,0
kendala laa stasiun klender krl jatinegara cakung ganggu,non-clickbait,0
acara hadir sidang 4 gugat praperadilan kivlan zen tunda,non-clickbait,0
gempa 34 palu,non-clickbait,0
mpr ramai festival konstitusi anti korupsi ugm,non-clickbait,0
pemkot parepare gelar zikir doa sembuh bj habibie,non-clickbait,0
revisi uu kpk bikin anggota dpr kebal hukum,non-clickbait,0
wagub jabar uu sesal tusuk santri cirebon,non-clickbait,0
bayi enas tangerang kubur ibu buang,non-clickbait,0
kualitas udara kota jambi malam kategori bahaya,non-clickbait,0
pemprov dki dana bangun park and ride bekas 2020,non-clickbait,0
kpk respons tuding zalim adik imam nahrawi 2 bukti,non-clickbait,0
video detik detik mahasiswa rusak pagar dpr,clickbait,1
kpk dalam alir duit suap eks menpora imam nahrawi,non-clickbait,0
pertamina kucur dana rp 625 juta atas bakar riau,non-clickbait,0
sebab sulit padam bakar gunung sumbing,clickbait,1
fit and proper test capim kpk gilir nyoman wara uji,non-clickbait,0
jasmas surabaya anggota dprd sidi objektif,non-clickbait,0
temu bilateral awal giat menlu high level week sidang umum pbb,non-clickbait,0
malam malam sekdes tni cek gunung sampah pinggir ciliwung cilebut,non-clickbait,0
stasiun mrt tampil ragam seni budaya indonesia,non-clickbait,0
menlu indonesia timor leste australia temu pbb bahas,clickbait,1
tangkap rusuh slip jakbar polisi luka pukul massa,non-clickbait,0
lokasi duga mahasiswa halu oleo kendari tembak,clickbait,1
kapolrestabes medan hoax tinggal,non-clickbait,0
massa pro revisi uu demo kpk serta korlap,non-clickbait,0
polisi prioritas baik rumah warga rusak,non-clickbait,0
randi mahasiswa halu oleo tewas tembak imm aksi tutup jl menteng raya,non-clickbait,0
uang rp 16 raib 3 jabat pemprov sumut nonaktif,non-clickbait,0
massa aksi kpk bubar,non-clickbait,0
duka tgb kenang beasiswa habibie kuliah kairo mesir,non-clickbait,0
kesah rkuhp tunda perintah waktu sosialisasi,non-clickbait,0
polri kronologi rusuh maut jayapura aparat serang,non-clickbait,0
tugas dishub lapor aksi pukul driver ojol senen polisi,non-clickbait,0
purnomo teguh daftar cawalkot solo peluang gibran tutup,clickbait,1
panas mahasiswa tolak uu kpk rkuhp lempar botol dorong pagar,non-clickbait,0
rapat gabung pimpin mpr sepakat ubah tata tertib rinciannya,clickbait,1
kelola dagang hi tech mall bayar listrik air,non-clickbait,0
rusuh wamena 16 warga tewas,non-clickbait,0
kordum gejayan panggil bantah aksi tunggang penting politik,non-clickbait,0
kpai polri kejar sebar undang ajar aksi dpr,non-clickbait,0
waria spesialis bobol vila bal tuntut 15 tahun penjara,non-clickbait,0
resah gelandang denda anak punk demo jalan gatot subroto,non-clickbait,0
jauh pantai warga ngungsi datar tinggi gegara gempa ambon,non-clickbait,0
warga riau dakwa narkoba vonis mati pn medan,non-clickbait,0
polisi tetap 27 sangka bakar lahan sumsel,non-clickbait,0
polres banyuwangi gelar expo kendara warga hilang,non-clickbait,0
tewas mahasiswa halu oleo kendari kritis,non-clickbait,0
gelombang demo indonesia tolak uu kpk 4 ruu jokowi lempar dpr,non-clickbait,0
bubar serta aksi gejayan panggil pungut sampah,non-clickbait,0
pemkot surabaya tawar kelola hi tech mall rp 185,non-clickbait,0
panas mahasiswa demo pro uu kpk lempar botol dpr,clickbait,1
ribu warga bantul gelar kirab siwur jelang upacara nguras enceh,non-clickbait,0
satgas karhutla pemprov dki kirim kalteng,non-clickbait,0
jelang pilkada 2020 3412 warga sleman rekam ktp,non-clickbait,0
demo tolak ruu kuhp gelar ribu mahasiswa tulungagung,non-clickbait,0
polri dalam mahasiswa halu oleo tewas tembak demo,non-clickbait,0
bulan polisi buru rampok rm gratis duafa bogor,non-clickbait,0
tangki air padam api tanah ponorogo,non-clickbait,0
kader tewas demo kendari imm kecam keras tindak represif,non-clickbait,0
gunung merbabu bara 600 ha lahan hangus bakar,non-clickbait,0
polisi pasang police line lahan tanah keluar api,non-clickbait,0
disdik sulsel 213 ajar demo aman polda,non-clickbait,0
polisi tenang hadap demo mahasiswa prabowo contoh prancis,non-clickbait,0
al azhar doa sembuh faisal amir mahasiswa kampus hadir,non-clickbait,0
konvoi ajar serang polisi medan 5 aman,non-clickbait,0
dokter pasti mahasiswa halu oleo tewas tembak,non-clickbait,0
mahasiswa universitas halu oleo tewas tembak demo,non-clickbait,0
bmkg prediksi musim kemarau lanjut november,non-clickbait,0
ylbhi mahasiswa kontak demo dpr polri,clickbait,1
ricuh demo unhas polisi aman massa aksi,non-clickbait,0
duga dana aktivitas terorisme 3 prt indonesia tahan singapura,non-clickbait,0
tunggak pajak kota bandung capai rp 1 triliun,non-clickbait,0
35 tewas pesta nikah akibat serang pasu afghanistan,non-clickbait,0
pemprov jambi buka lahan bakar sadar tingkat,non-clickbait,0
jelang kota bandung tata pkl cicadas 40 persen,non-clickbait,0
video demo mahasiswa bandung panas,clickbait,1
wamena rusuh 7 polisi luka serang panah,non-clickbait,0
bmkg titik panas pantau kalteng kalsel kaltim,non-clickbait,0
madam karhutla muba sumsel kendala akses sulit,non-clickbait,0
gerindra jateng jajak koalisi pdip pilkada 2020,non-clickbait,0
aku gila laku perkosa bondowoso,clickbait,1
spanduk tebar solo gibran bentuk dukung masyarakat,non-clickbait,0
jaksa kpk cecar sofyan basir temu setya novanto,non-clickbait,0
mpr sidang jabat 27 september sahkan tatib 10 pimpin,non-clickbait,0
wamena rusuh polisi knpb baju seragam sma susup aksi ajar,non-clickbait,0
bawa 45 bukti kpk tetap sangka bupati kudus sesuai prosedur,non-clickbait,0
parkir sepeda motor penuh ribu mahasiswa jalan kaki dprd jatim,non-clickbait,0
ambulans tuduh bawa batu pemprov dki rehabilitasi nama,non-clickbait,0
terobos barikade polisi mahasiswa ajar duduk gedung dprd sultra,non-clickbait,0
6 mahasiswa unjani tangkap jakarta demonstran turun jalan,non-clickbait,0
ruu kuhp batal tukang gigi jabar ancam geruduk dpr ri,non-clickbait,0
bakar bedeng proyek mayor jakpus 9 mobil damkar kerah,non-clickbait,0
alas hakim vonis umur hidup prada deri mutilasi kasih,clickbait,1
polisi rusuh wamena bentrok massa ajar,non-clickbait,0
polisi aku kesalahpahaman ambulans dki bawa batu,non-clickbait,0
tuntut temu anggota dprd mahasiswa injak kawat dur lempar botol,non-clickbait,0
semarak oktoberfest festival pesta bir besar dunia munchen,non-clickbait,0
ngaku undang mahasiswa demo ajar cilegon aman polisi,non-clickbait,0
kantor dprd sulsel massa ajar sambut mahasiswa,non-clickbait,0
cerita najwa kirim undang buka ketua dpr,non-clickbait,0
demo mahasiswa ajar ricuh massa lempar batu gedung dprd sulsel,non-clickbait,0
australia gagal seludup 5 ton daun tembakau indonesia,non-clickbait,0
menteri yohana larang ajar demo lanjut dpr,non-clickbait,0
unilever aku rexona sebab mati australia,non-clickbait,0
polda jateng disposal bahan ledak 5 simpan,non-clickbait,0
praperadilan bupati kudus ahli papar erti tangkap tangan,non-clickbait,0
duga rusak mobil polisi 8 ajar periksa polres bogor,non-clickbait,0
jabat hutan tinggal presentasi rapat menhub,non-clickbait,0
awkarin ikut turun jalan pungut sampah dpr,non-clickbait,0
singgung ruu kpk simposium prabowo korupsi ri turun,non-clickbait,0
kapolri 1 rusuh tewas kurang oksigen ajar mahasiswa,non-clickbait,0
ajar makassar aman demo polda,non-clickbait,0
siram air api tanah ponorogo padam,non-clickbait,0
tukang gigi demo ruu kuhp pasal batal mk,clickbait,1
wiranto demo rusuh tuju gagal lantik presiden,non-clickbait,0
tanah keluar api ponorogo bekas tanam jagung ketela,non-clickbait,0
anies percaya ambulans aman polisi langgar sop,non-clickbait,0
aparat siaga jl gatsu gedung dpr siang,non-clickbait,0
wiranto deteksi gera demo jatuh perintah,non-clickbait,0
kemenpan tuju mal layan publik bandung pasar kosambi,non-clickbait,0
geruduk dprd kudus mahasiswa baca puisi wiji thukul ingat,non-clickbait,0
texas suntik mati pria bunuh istri 2 anak tiri,non-clickbait,0
