title,label,label_score
polisi cek benar bocah bekas tewas akibat bully,non-clickbait,0
ibas bangga kerja sby caleg pilih demokrat jadi contoh,non-clickbait,0
korut tembak proyektil kenal tawar dialog as,non-clickbait,0
airlangga tegas golkar inisiator revisi uu kpk,non-clickbait,0
kabin budi gunawan buka temu jokowi 61 tokoh papua istana,non-clickbait,0
pimpin hong kong ingat as campur aksi demo,non-clickbait,0
pj walkot makassar edar antisipasi syiah sikap tenang,non-clickbait,0
10 poin aspirasi tokoh papua temu jokowi istana,clickbait,1
kpk tolak revisi uu romli analogi servis mobil,non-clickbait,0
cerita jokowi 12 papua provinsi maksimal 3,non-clickbait,0
mantan atlet artis netizen ramai ramai bela pb djarum,non-clickbait,0
viral rampok celurit satron rumah makan gratis duafa bogor,clickbait,1
aspirasi tokoh papua jokowi generasi muda hukum,non-clickbait,0
usaha usaha startup jerman raih talenta baik,non-clickbait,0
air pdam 60 ribu warga mampet dampak bangun alun alun suroboyo,non-clickbait,0
menlu bicara diplomasi digital ekonomi,non-clickbait,0
perhati nama nama kandidat menteri jokowi,clickbait,1
barang impor izin nila rp 8 miliar musnah,non-clickbait,0
kerja butuh tambang australia otomatisasi marak,clickbait,1
polres sumedang buru sebar video porno pasang dewasa,non-clickbait,0
kpu kendala 18 kpu daerah usul nphd pilkada,non-clickbait,0
polres bogor kejar rampok celurit rumah makan gratis duafa,non-clickbait,0
kemarau warga bandung barat mandi jenazah pakai 5 galon air,non-clickbait,0
airlangga siswono bicara revisi uu kpk seleksi capim,non-clickbait,0
tum fpi panggil kait makar besok acara jadwal ulang,non-clickbait,0
kepala bppt doa bj habibie eyang intelektual pulih,non-clickbait,0
acara kivlan zen jalan sidang tunggu tunggu,clickbait,1
hotel kafe rumah sakit surabaya batas air dampak pdam mampet,non-clickbait,0
ptun pemkot cimahi batal imb guest house setra duta,non-clickbait,0
pimpin bank bumn purbalingga sangka kredit fiktif rp 28,non-clickbait,0
tokoh papua benny wenda hak atur nkri,non-clickbait,0
bakar rumah grobogan pria derita stroke tewas bakar,non-clickbait,0
lahan istana presiden papua sertifikat,non-clickbait,0
kritik pb djarum kpai fokus urus anak jalan,non-clickbait,0
alas anggota dprd banten gadai sk renovasi rumah bayar kuliah anak,non-clickbait,0
urus golkar protes ubah prosedur rapat korbid,non-clickbait,0
pemkot bandung evaluasi program street library gagas ridwan kamil,non-clickbait,0
poyuono ajak rakyat kepung dpr istana tolak revisi uu kpk,non-clickbait,0
dishub dki uji coba ganjil genap 3 minggu kemarin kendara turun 25,non-clickbait,0
jalan sidang kivlan zen adil pakai kursi roda,non-clickbait,0
3 tewas drama tembak keluarga belanda,non-clickbait,0
banyuwangi luncur kuliner pintar dagang pakai kompor induksi,non-clickbait,0
pasang status single hidup novy chardon,clickbait,1
anggota dprd surabaya gadai sk bank ketua wajar,non-clickbait,0
lapor cabut mobil goyang halaman adil damai,non-clickbait,0
siswi smk bandung lari rs gegara tikam sekolah,non-clickbait,0
sidang gugat ikan koi mati saksi pln bicara,clickbait,1
putra bj habibie baik,non-clickbait,0
puro pakualaman gelar upacara hajad dalem labuh pantai glagah,non-clickbait,0
muka air susut bekas desa dasar waduk gajah mungkur muncul,non-clickbait,0
270 panwaslu usul nphd pilkada 2020,non-clickbait,0
pdip jatim buka daftar pilkada 14 september,non-clickbait,0
anggar erp apbd dki 2020,non-clickbait,0
celaka tol cipularang truk bakar km 91,non-clickbait,0
truk oleng tanjak emen tumpang tewas,non-clickbait,0
jk efek kpk jabat bumn hati hati takut,non-clickbait,0
rampok rm gratis duafa bogor makan,non-clickbait,0
opsi pdam surabaya 60 ribu langgan nikmat air,clickbait,1
jokowi mekar wilayah papua wiranto masuk,non-clickbait,0
google pajak media digital asing,non-clickbait,0
alas anggota dprd jabar gadai sk utang kampanye beli rumah,non-clickbait,0
ibas yudhoyono kpk lemah kuat,non-clickbait,0
fenomena anggota dprd gadai sk bank gejala,clickbait,1
kivlan zen dakwa 4 senpi ilegal peluru tajam,non-clickbait,0
jaksa duit ratus juta habil marati kivlan zen cs,non-clickbait,0
pesan habil marati duit senpi kivlan cs bangsa semangat,non-clickbait,0
remaja asah alami buta ngaku sering main game online,non-clickbait,0
kivlan zen kaliber 22 tikus cari senpi milu,non-clickbait,0
sangka mafia migas bikin tampung duit suap british virgin island,non-clickbait,0
mafia migas eks bos petral kpk geledah 5 lokasi,non-clickbait,0
jk jokowi kirim surat presiden dpr bahas revisi uu kpk,non-clickbait,0
puluh rumah bantaran bengawan solo ancam bawa longsor,non-clickbait,0
aju eksepsi kivlan zen dakwa,non-clickbait,0
komisi iii dpr ipw cs dukung hasil pansel capim kpk,non-clickbait,0
wali kota cirebon instansi swasta pasang cctv intai jahat,non-clickbait,0
dampak tol desar jalan tanah depok lebar tahun,non-clickbait,0
selundup 74 ekor burung lindung hasil gagal,non-clickbait,0
hantu nikmat imajinasi,non-clickbait,0
angka aman mangkas pph korporasi,non-clickbait,0
9 pasang mesum buleleng bal ciduk operasi yustisi,non-clickbait,0
ratus karyawan pabrik boneka sukabumi racun makan,non-clickbait,0
banyuwangi raih harga kemenkum ham,non-clickbait,0
polisi selidik veronika koman alir dana,non-clickbait,0
gubernur edy rahmayadi sungai deli rusia,non-clickbait,0
aku bos investasi bodong mojokerto rugi korban rp 7,non-clickbait,0
kabar denda rp 1 juta beli zona merah pkl bandung,clickbait,1
sidang habil marati tunda gara gara damping acara,non-clickbait,0
jadwal ulang periksa polisi tunggu hadir tum fpi besok,non-clickbait,0
garbi partai gelora fahri hamzah gabung,non-clickbait,0
dana beli senpi kivlan habil marati fitnah,non-clickbait,0
jk banyak ott kpk prestasi,non-clickbait,0
anggota komisi iii dpr ngaku lobi dukung capim kpk terima,non-clickbait,0
aku hamil wanita blitar adu kades polisi,non-clickbait,0
sandang disabilitas jaring bacabup bacawabup jember,non-clickbait,0
tuduh hamil perempuan muda kades booking,clickbait,1
aksi mahasiswa uns ingat mati munir jokowi serius,non-clickbait,0
fadli zon pasti sandiaga gabung gerindra,non-clickbait,0
celaka maut nganjuk tewas 3 10 saksi periksa,non-clickbait,0
menteri lhk kabut asap malaysia bilang indonesia,non-clickbait,0
munarman kertanegara 17 april tum fpi bingung panggil polisi,non-clickbait,0
warga wonogiri tewas bakar sih pekarang,non-clickbait,0
dprd usul posisi wagub dki jakarta,non-clickbait,0
polisi ganjil genap jl rs fatmawati langgar turun,non-clickbait,0
buang bayi enas tangerang mahasiswi,non-clickbait,0
bantah media malaysia bmkg asap karhutla lintas kuala lumpur,non-clickbait,0
gabung gerindra sandiaga bicara prabowo,non-clickbait,0
intelijen militer jerman luas lidi pengaruh ekstrem kanan,non-clickbait,0
duga korban tabrak lari sat tewas tol tb simatupang pagi,non-clickbait,0
hinca sby kader pd pasti perintah,non-clickbait,0
putra bj habibie kritis stabil istirahat,non-clickbait,0
mobil crane ambruk timpa kapal labuh semarang,non-clickbait,0
geram keluarga hoax bj habibie tinggal dunia,clickbait,1
anggota komisi iii dpr kriteria nilai capim kpk,non-clickbait,0
pria oknum pns duga cabul 4 gadis umur sleman,non-clickbait,0
buka career expo gubernur khofifah kenal mobile training unit,non-clickbait,0
putra habibie lemas aktivitas,non-clickbait,0
laku leceh seksual krl aman stasiun duren kalibata,non-clickbait,0
ketua dpr tangan papua progresif,non-clickbait,0
bakar landa lereng gunung merbabu,non-clickbait,0
eks gubernur aceh abdullah puteh vonis 15 tahun penjara tipu,non-clickbait,0
duga tipu rp 75 eks ketua hipmi sultra tangkap,non-clickbait,0
tum fpi bingung panggil makar 17 april polisi,clickbait,1
sandiaga balik gerindra,non-clickbait,0
keluarga batas kunjung tamu jenguk bj habibie,non-clickbait,0
modal ganjil genap anies rang polusi tahap,non-clickbait,0
bunuh begal malak remaja malang jaga hormat pacar,non-clickbait,0
vonis 15 tahun bui eks gubernur aceh abdullah puteh banding,non-clickbait,0
air pdam mampet 4 risma nggak gitu telkom blackout,non-clickbait,0
latih gabung paskhas tni au terjun rebut bandara banyuwangi,non-clickbait,0
taman nasional gunung merbabu pantau bakar hutan,non-clickbait,0
kendala laa stasiun klender krl jatinegara cakung ganggu,non-clickbait,0
acara hadir sidang 4 gugat praperadilan kivlan zen tunda,non-clickbait,0
gempa 34 palu,non-clickbait,0
ormas garbi transformasi,non-clickbait,0
kendala pemprov jatim tertib tambang pasir sungai brantas,non-clickbait,0
mpr ramai festival konstitusi anti korupsi ugm,non-clickbait,0
pemkot parepare gelar zikir doa sembuh bj habibie,non-clickbait,0
revisi uu kpk bikin anggota dpr kebal hukum,non-clickbait,0
wagub jabar uu sesal tusuk santri cirebon,non-clickbait,0
bayi enas tangerang kubur ibu buang,non-clickbait,0
kualitas udara kota jambi malam kategori bahaya,non-clickbait,0
harap sri mulyani komarudin hidayat rektor ui 2019 2024,clickbait,1
pemprov dki dana bangun park and ride bekas 2020,non-clickbait,0
kpk respons tuding zalim adik imam nahrawi 2 bukti,non-clickbait,0
video detik detik mahasiswa rusak pagar dpr,clickbait,1
kpk dalam alir duit suap eks menpora imam nahrawi,non-clickbait,0
pertamina kucur dana rp 625 juta atas bakar riau,non-clickbait,0
celaka maut lampung tewas 8,clickbait,1
sebab sulit padam bakar gunung sumbing,clickbait,1
fit and proper test capim kpk gilir nyoman wara uji,non-clickbait,0
jasmas surabaya anggota dprd sidi objektif,non-clickbait,0
temu bilateral awal giat menlu high level week sidang umum pbb,non-clickbait,0
malam malam sekdes tni cek gunung sampah pinggir ciliwung cilebut,non-clickbait,0
stasiun mrt tampil ragam seni budaya indonesia,non-clickbait,0
menlu indonesia timor leste australia temu pbb bahas,clickbait,1
tangkap rusuh slip jakbar polisi luka pukul massa,non-clickbait,0
lokasi duga mahasiswa halu oleo kendari tembak,clickbait,1
kapolrestabes medan hoax tinggal,non-clickbait,0
massa pro revisi uu demo kpk serta korlap,non-clickbait,0
polisi prioritas baik rumah warga rusak,non-clickbait,0
randi mahasiswa halu oleo tewas tembak imm aksi tutup jl menteng raya,non-clickbait,0
uang rp 16 raib 3 jabat pemprov sumut nonaktif,non-clickbait,0
massa aksi kpk bubar,non-clickbait,0
duka tgb kenang beasiswa habibie kuliah kairo mesir,non-clickbait,0
kesah rkuhp tunda perintah waktu sosialisasi,non-clickbait,0
polri kronologi rusuh maut jayapura aparat serang,non-clickbait,0
tugas dishub lapor aksi pukul driver ojol senen polisi,non-clickbait,0
purnomo teguh daftar cawalkot solo peluang gibran tutup,clickbait,1
panas mahasiswa tolak uu kpk rkuhp lempar botol dorong pagar,non-clickbait,0
rapat gabung pimpin mpr sepakat ubah tata tertib rinciannya,clickbait,1
kelola dagang hi tech mall bayar listrik air,non-clickbait,0
rusuh wamena 16 warga tewas,non-clickbait,0
kordum gejayan panggil bantah aksi tunggang penting politik,non-clickbait,0
kpai polri kejar sebar undang ajar aksi dpr,non-clickbait,0
waria spesialis bobol vila bal tuntut 15 tahun penjara,non-clickbait,0
resah gelandang denda anak punk demo jalan gatot subroto,non-clickbait,0
jauh pantai warga ngungsi datar tinggi gegara gempa ambon,non-clickbait,0
warga riau dakwa narkoba vonis mati pn medan,non-clickbait,0
polisi tetap 27 sangka bakar lahan sumsel,non-clickbait,0
polres banyuwangi gelar expo kendara warga hilang,non-clickbait,0
tewas mahasiswa halu oleo kendari kritis,non-clickbait,0
gelombang demo indonesia tolak uu kpk 4 ruu jokowi lempar dpr,non-clickbait,0
bubar serta aksi gejayan panggil pungut sampah,non-clickbait,0
pemkot surabaya tawar kelola hi tech mall rp 185,non-clickbait,0
panas mahasiswa demo pro uu kpk lempar botol dpr,clickbait,1
ribu warga bantul gelar kirab siwur jelang upacara nguras enceh,non-clickbait,0
satgas karhutla pemprov dki kirim kalteng,non-clickbait,0
jelang pilkada 2020 3412 warga sleman rekam ktp,non-clickbait,0
demo tolak ruu kuhp gelar ribu mahasiswa tulungagung,non-clickbait,0
lsm safenet ruu kks bikin bssn lembaga superbody,clickbait,1
polri dalam mahasiswa halu oleo tewas tembak demo,non-clickbait,0
tutup usia profesor begawan hukum ruu kuhp sah,non-clickbait,0
bulan polisi buru rampok rm gratis duafa bogor,non-clickbait,0
tangki air padam api tanah ponorogo,non-clickbait,0
kader tewas demo kendari imm kecam keras tindak represif,non-clickbait,0
gunung merbabu bara 600 ha lahan hangus bakar,non-clickbait,0
polisi pasang police line lahan tanah keluar api,non-clickbait,0
disdik sulsel 213 ajar demo aman polda,non-clickbait,0
