title,label,label_score
koalisi parpol pilbup jember 2020 nama,non-clickbait,1
dpr nilai toleran keras seksual komisi viii nggak nyambung,non-clickbait,1
kecewa tunda prof muladi suka kuhp jajah,non-clickbait,1
heboh layar digital lampu merah garut tampil kotor,clickbait,0
doa malas senin biar semangat pekan,clickbait,0
heboh babi masjid teriak si babi mati tembak,non-clickbait,1
kronologi jambret loncat cengkareng drain temu tewas,non-clickbait,1
perintah tuntas akar karhutla ngabalin baca uu,non-clickbait,1
peran tni ad maju pulau luar aceh simeulue,non-clickbait,1
heboh mesum layar digital lampu merah polisi dishub konsultasi,non-clickbait,1
program si manis manja kaum wanita malang urus sim,clickbait,0
tunggu jokowi theseus,clickbait,0
pengantin duga teroris jakut tinggal surat wasiat,clickbait,0
gejayan panggil aksi gera mahasiswa yogyakarta,non-clickbait,1
ayah duga teroris jakut anak simpan bahan ledak,non-clickbait,1
bekas terminal usul gedung dishub ponorogo,non-clickbait,1
teka teki eks sesmenpora periksa kpk adil,non-clickbait,1
alas golkar rotasi anggota komisi xi jelang fit proper bpk,clickbait,0
duta canberra ngemplang denda parkir,non-clickbait,1
tjahjo satu menteri negeri,non-clickbait,1
resmi gibran rakabuming raka daftar kader pdip,non-clickbait,1
nasdem peluang usung gibran rakabuming pilwalkot solo,non-clickbait,1
kepal tangan ribu mahasiswa bandung gelar aksi save kpk,non-clickbait,1
aku ajar demo dprd jatim izin sekolah,non-clickbait,1
sekolah purworejo ancam keluar siswa demo,non-clickbait,1
ruu pks beda nasib ruu kpk fakta fakta,clickbait,0
terbang dubai paksa alih drone,non-clickbait,1
kepala bnpb sulit padam api lahan gambut,non-clickbait,1
heboh timbang beras bpnt kurang pemkab sumedang,clickbait,0
darah juang gema lokasi aksi gejayan panggil,non-clickbait,1
prada deri bui umur hidup keluarga vera biar busuk penjara,non-clickbait,1
paket curiga stasiun kereta bandara manchester 1 pria tangkap,non-clickbait,1
polres jajar polda jatim polresta,non-clickbait,1
warga tanjungbalai sumut heboh temu 4 buaya sungai,non-clickbait,1
ajar demo dprd sulsel aman bawa ketapel busur,non-clickbait,1
demo jokowi panggil jabat jabat istana,clickbait,0
dpr sahkan ruu aman siber 30 september,clickbait,0
driver taksi online kronologi pukul kokas,non-clickbait,1
tunda ruu pks pidana siul goda begal payudara,non-clickbait,1
sarap makan padat anak,clickbait,0
3 jenis diet organ intim sehat,clickbait,0
kenal bahaya pakai baju cuci,clickbait,0
tengkar pasang kuat hubung,clickbait,0
jatuh cinta wajar ujung sakit,non-clickbait,1
5 tips simpan uang beli rumah,clickbait,0
tips kamar bayi hemat budget,clickbait,0
resep tumis pakcoy bawang putih praktis 2 bahan,non-clickbait,1
tips kemiri masakan sedap,non-clickbait,1
nikmat pamer lukis random seniman muda farrah faustine,non-clickbait,1
5 mantra kuat extra women juang passion,clickbait,0
teliti bukti bahagia istri tentu utuh nikah,non-clickbait,1
polemik pb djarum kpai beasiswa eksploitasi,clickbait,0
5 inspirasi masakan praktis buat daging ayam,clickbait,0
pilih agam profesi jenjang karier janji usaha asuransi,non-clickbait,1
cinta indah rumit,non-clickbait,1
hari maksimal suami istri hubung intim,clickbait,0
hindar salah sepele bikin tidur nyenyak,non-clickbait,1
7 tahun hilang sahabat cinta,non-clickbait,1
tips simpan ragi aktif awet tahan,non-clickbait,1
raffi ahmad blak blakan kirim bunga desy ratnasari,clickbait,0
gading marten della dartyan sukses takluk adipati dolken,non-clickbait,1
momen romantis justin bieber hailey baldwin kencan pantai,non-clickbait,1
fans duga camila cabello rilis lagu baru shawn mendes,non-clickbait,1
totalitas aaliyah massaid manggung on off festival,non-clickbait,1
cerita lahir sandra dewi lupa hamil posisi sungsang,non-clickbait,1
dian sastrowardoyo sesal artis peran,non-clickbait,1
akibat gaul bebas bastian steel nikah muda anak,non-clickbait,1
4 album laris 2019 bts duduk posisi,clickbait,0
ari lasso tanda karier konser tunggal jalan,non-clickbait,1
fakta sandra dewi lahir anak,clickbait,0
seru meet greet michelle ziudith megantara on off festival,clickbait,0
perempuan tanah jahanam seram abdi setan,non-clickbait,1
kabar hamil santer syahrini aku kurang job nyanyi,non-clickbait,1
rencana taylor swift juang karya rampas,non-clickbait,1
lantar peran film della dartyan relate zodiak sagitarius,non-clickbait,1
miley cyrus kaitlynn carter mesra publik,non-clickbait,1
lorong film comeback winky wiryawan,clickbait,0
pribadi shandy aulia zodiak cancer,non-clickbait,1
fakta sidang perdana narkoba jefri nichol,non-clickbait,1
kandung wajib toner sesuai kondisi kulit wajah,clickbait,0
9 awat kulit atas bintik bintik gelap,clickbait,0
serba serbi guna asam lemak kulit wajah,non-clickbait,1
5 rahasia cantik tradisional perempuan tiongkok,clickbait,0
inovasi awat kulit korea delapan langkah,clickbait,0
tips rawat tata rambut tipis volume,clickbait,0
rekomendasi essential oil kandung tea tree kulit jerawat,clickbait,0
4 manfaat alpukat cantik wajah rambut,clickbait,0
cari eksfoliasi kulit laku,clickbait,0
5 rahasia cantik perempuan asia,clickbait,0
tips puasa kulit,clickbait,0
orangtua wajib contoh anak suka sayur buah,non-clickbait,1
gera daur ulang lingkung nila ekonomi,non-clickbait,1
guna kencur masakan,clickbait,0
launching smartfren wow riah selebriti undi hadiah rumah,non-clickbait,1
cinta milik,non-clickbait,1
cinta diam tegar tahan rindu,clickbait,0
pasrah jodoh tawar indah,non-clickbait,1
5 hilang bau mulut asal perut,clickbait,0
baik biar adon kembang sempurna,clickbait,0
cerita nadhila qp ngajar beauty class on off festival 2019,clickbait,0
5 inspirasi camil bahan dasar labu kuning,clickbait,0
4 tips efektif langsing perut planking,clickbait,0
terima kasih singgah hidup sahabat,non-clickbait,1
saksi seru tunjuk musikal aksi ryder pups adventure bay serial paw patrol,non-clickbait,1
coba main game online samsung galaxy a50s,non-clickbait,1
studi bukti perempuan mudah cinta perut kenyang,non-clickbait,1
intip spesifikasi canggih harga iphone 11,clickbait,0
optimal generasi samsung galaxy a50s hadir kamera 48mp milenial,non-clickbait,1
tahan tengkar tanda hubung bawa pelamin,clickbait,0
kenang bj habibie quotes cita cita cinta,non-clickbait,1
7 biasa toxic hubung cinta,clickbait,0
kulit ubi makan manfaat,clickbait,0
fashion item bj habibie huni museum presiden ri,non-clickbait,1
4 gaya autentik bj habibie kenang,clickbait,0
sakit bosan alas perempuan palsu puas seksual,clickbait,0
selamat temu kasih hati abadi habibie,non-clickbait,1
unik gaya khloe kardashian rambut baru,clickbait,0
cerita natasha wilona temu gemar garis keras,non-clickbait,1
potret camila cabello shawn mendes tampil publik,non-clickbait,1
sam smith tampil perdana pakai high heels red carpet,non-clickbait,1
lirik lagu louis tomlinson kill my mind,clickbait,0
seru nicky tirta bagi menu masakan kaum,clickbait,0
sulit rasa prisia nasution film lorong,clickbait,0
hantu rumah raffi ahmad santai,clickbait,0
sepak terjang jefri nichol dunia hibur jerat narkoba,clickbait,0
sivia azizah rencana debut nyanyi solo,clickbait,0
organisasi anti alkohol brad pitt henti minum minum keras,non-clickbait,1
cerita melanie subono samping bj habibie tinggal dunia,clickbait,0
tegar jefri nichol tilik zodiak capricorn,clickbait,0
ainun bj habibie makam sisi sang istri,non-clickbait,1
kronologi tinggal bj habibie presiden ri 3,non-clickbait,1
zodiak sagitarius natasha wilona kekang,non-clickbait,1
cerita detik detik tinggal bj habibie,non-clickbait,1
jenazah bj habibie makam besok tmp kalibata,non-clickbait,1
ungkap duka cita selebriti wafat bj habibie,non-clickbait,1
kenang sosok bj habibie ilmuwan negarawan,non-clickbait,1
kabar duka bj habibie presiden ri 3 tinggal dunia,non-clickbait,1
ajar kisah hidup bj habibie sang intelek sayang keluarga,non-clickbait,1
tangis reza rahadian sambut jenazah bj habibie rumah duka,non-clickbait,1
cinta milik andmesh lagu populer,non-clickbait,1
6 lipstik sesuai bentuk bibir,clickbait,0
alas kelupas kulit awat wajah,clickbait,0
rambut ketombe ancam kulit wajah,clickbait,0
rambut tebal alami daun jambu biji,non-clickbait,1
kerap jerawat dahi sebab kondisioner,non-clickbait,1
3 dasar paham beli skincare,clickbait,0
blackheads gagal angkat strip pore tanda komedo,clickbait,0
cegah timbul benjol halus kulit cukur,clickbait,0
4 biasa hari sumbat pori pori kulit wajah,clickbait,0
rangkai awat cantik wajah aman kulit remaja,clickbait,0
fimela fest 2019 hubung mindfull parenting cerdas sensorik anak,non-clickbait,1
5 didik anak disiplin,clickbait,0
masak brokoli hijau segar,clickbait,0
resep sandwich ala korea cocok bekal,non-clickbait,1
trik bebas boros kartu kredit traveling,non-clickbait,1
jelajah indonesia 90 kevin hendrawan bawa 20 baju,non-clickbait,1
fimela fest 2019 takut wajar berani lawan,clickbait,0
rencana makam bj habibie taman makam pahlawan kalibata,non-clickbait,1
rebut kursi hamil duduk commuter line,clickbait,0
5 kondisi olahraga,clickbait,0
cinta diri cinta,non-clickbait,1
raih bahagia cinta butuh juang,non-clickbait,1
baby shark live musical hadir indonesia yuk joget lagu gemar buah hati,non-clickbait,1
4 zodiak pikir positif gapai tuju,clickbait,0
fimela fest 2019 kate middleton korban beauty bullying remaja,non-clickbait,1
kurang asa grogi kencan,clickbait,0
4 atas pilek alami,clickbait,0
3 zodiak mudah jatuh hati sahabat,clickbait,0
5 zodiak kenal manja gemas,clickbait,0
traveling bikin telat,clickbait,0
tips makan goreng hitam,clickbait,0
bulu kuduk merinding dengar lagu bagus,clickbait,0
fimela fest 2019 manfaat mindfull parenting ortu anak chill out,clickbait,0
milik pasang tambah hidup,clickbait,0
5 rekomendasi restoran halal korea selatan,clickbait,0
fimela fest 2019 5 alas perempuan milenial cinta,clickbait,0
sosok bj habibie prilly latuconsina,non-clickbait,1
cinta sejati habibie ainun muara abadi,non-clickbait,1
opening act konser lukas graham jakarta gisel pesimis,non-clickbait,1
eksklusif joe taslim sibuk artis internasional pandai waktu keluarga,clickbait,0
alas orlando bloom tolak hadir saturday night live,clickbait,0
lirik lagu bcl cinta sejati,non-clickbait,1
raya 17 tahun karya maliq dessentials rilis dvd spesial,non-clickbait,1
suasana haru makam bj habibie,non-clickbait,1
makam bj habibie jokowi selamat jalan mister crack,non-clickbait,1
alas bj habibie juluk mr crack,clickbait,0
4 fakta seru jelang comeback twice feel special,clickbait,0
ajar cinta suci sosok bj habibie,clickbait,0
bayi aura kasih main ular,non-clickbait,1
sukses bj habibie raih cita cita cinta rekam film layar lebar,non-clickbait,1
sifat boy william karakter zodiak libra,clickbait,0
pesan bj habibie reza rahadian,non-clickbait,1
agnez mo sinar single baru diamonds,non-clickbait,1
duka bunga citra lestari artis artis indonesia tinggal bj habibie,non-clickbait,1
peduli lingkung samuel zylgwyn turun sih sampah laut,non-clickbait,1
pakai busana michael jordan zendaya,non-clickbait,1
5 perhati pilih produk lembap wajah,clickbait,0
5 tips lipstik matte sempurna,clickbait,0
cegah timbul jerawat serum awat kulit minyak,clickbait,0
retinol baik kulit,clickbait,0
rekomendasi body lotion kandung shea butter siku kasar,non-clickbait,1
3 makan anti aging baik perempuan kulit kencang,clickbait,0
fimela fest 2019 hindar pukul anak orangtua emosi,clickbait,0
fimela fest 2019 asuh anak emosi mindful parenting,non-clickbait,1
fimela fest 2019 batas anak main gadget bentuk mindful parenting,clickbait,0
resep sup ayam jahe sehat sedap,non-clickbait,1
awas rokok elektrik turun subur perempuan,clickbait,0
hubung jarak sulit tahan kau hilang,clickbait,0
fimela fest 2019 3 latih body positivity,clickbait,0
kenal manfaat asuransi sehat keluarga,clickbait,0
destinasi kuliner konsep unik 100 pilih menu makan,clickbait,0
indah bak surga 5 destinasi wisata sembunyi indonesia,clickbait,0
gelar mode jakarta fashion week 2020,non-clickbait,1
resep tumis kubis 3 bahan praktis,non-clickbait,1
5 olah masakan tambah ketumbar sedap,clickbait,0
resep bakwan jagung bayam renyah,non-clickbait,1
lebik lepas tahan luka,non-clickbait,1
resep sambal teri bumbu balado,non-clickbait,1
house of hustle ajang agam olahraga puma,non-clickbait,1
nal sulawesi toraja sap village sumatra biji kopi baik indonesia,non-clickbait,1
cinta terima tuntut serba sempurna,non-clickbait,1
fimela fest 2019 self love paham diri temu bahagia,non-clickbait,1
suka konyol,non-clickbait,1
3 karakter dukung sukses karir,clickbait,0
5 kue tradisional jepang bahan dasar tepung beras,clickbait,0
fimela unboxing update makeup kini dolce gabbana,non-clickbait,1
tips serai masakan harum aroma,clickbait,0
dukung nikah langgeng,clickbait,0
asuransi dukung gelar olahraga lari gaya hidup sehat,non-clickbait,1
fimela fest 2019 3 negara praktik beauty bullying tinggi,clickbait,0
kolabora coworking space nyaman instagramable,non-clickbait,1
makeup andal marsha aruan,clickbait,0
tonton kendall jenner rindu tampil new york fashion week,clickbait,0
gaya rambut 4 ekspresi gemas dian sastrowardoyo,clickbait,0
tampil harmonia classic story pesona sheila on 7 pudar,non-clickbait,1
kali dian sastro produser guru guru gokil,non-clickbait,1
nycta gina kisah anak brutal susu,non-clickbait,1
anak posesif alas nicky tirta,non-clickbait,1
alice norin komunikasi anak,clickbait,0
caesar hito cerita alam lupa gemar,non-clickbait,1
kolaborasi unik post malone rocker rapper,non-clickbait,1
cinta laura perempuan inspirasi,non-clickbait,1
sambut riah film gundala tiff 2019,non-clickbait,1
tulis sentuh boy william sang adik,clickbait,0
anniversary cantik mes balut kebaya meni addie ms,clickbait,0
kontroversi buteyko andien manfaat push bike anak,clickbait,0
ulang tahun yeonjun txt trending topik,non-clickbait,1
film cek toko belah antre tahun badan sensor cina,non-clickbait,1
balkonjazz festival suasana desa ngejazz,non-clickbait,1
puisi haru najwa shihab bj habibie,non-clickbait,1
intip karakter zodiak virgo andien,non-clickbait,1
ariana grande miley cyrus lana del rey tampil seksi dont call me angel,non-clickbait,1
kiki amalia awat cantik favorit,non-clickbait,1
sibuk syuting ernest prakasa makam bj habibie,non-clickbait,1
mina muncul teaser comeback twice feel special,non-clickbait,1
fungsi toner rutinitas awat cantik kulit,clickbait,0
5 trik lipstik matte tempel sempurna bibir,clickbait,0
6 tips aplikasi makeup perhati milik kulit sensitif,clickbait,0
miss kurdistan 2018 antusias awat tradisional indonesia,non-clickbait,1
rekomendasi 5 lipstik lokal hadir ukur mini,clickbait,0
3 alas cleansing oil bersih wajah baik ahli,clickbait,0
fimela fest 2019 kenal beauty bullying jebak dalam,clickbait,0
tips makeup tahan hari aktivitas ruang,clickbait,0
5 bahan alami manfaat obat batuk anak,clickbait,0
5 makan hindar hamil janin sehat,clickbait,0
resep sandwich keju leleh lembut mulut,non-clickbait,1
daging daging ala vegetarian,clickbait,0
menu sandwich ala korea tumis buncis telur cumi panggang madu,non-clickbait,1
resep ceker pedas empuk,non-clickbait,1
resep sate buntel khas solo,non-clickbait,1
ide menu lezat gampang penuh butuh zat besi hari,non-clickbait,1
makan jatuh menit aman makan,clickbait,0
pendam asa perih sakit,non-clickbait,1
hadap pilih labuh hati nyaman,non-clickbait,1
gaya hidup sehat modal wajib bebas sakit kritis,non-clickbait,1
fimela fest 2019 sikap optimis cinta,clickbait,0
gandeng tangan cinta reda nyeri,non-clickbait,1
5 zodiak mudah serah juang cinta,clickbait,0
buang minyak zaitun kedaluwarsa makeup remover,clickbait,0
tulus pergi harga,non-clickbait,1
sembarang simak serba serbi turun berat badan hipnoterapi,clickbait,0
kadang hadir tetap hadiah ubah,non-clickbait,1
cinta terkadang sakit sakit pilih,clickbait,0
hasil tes positif kena lupus rheumatoid arthritis kim kardashian periksa ulang,non-clickbait,1
romantis bj habibie ainun,clickbait,0
lirik lagu wheein goodbye,non-clickbait,1
fimela fest 2019 henti beauty bullying media sosial,clickbait,0
bahan bahan sih sampo anti ketombe,clickbait,0
review sampo anti ketombe supermarket curi perhati influencer nama,clickbait,0
move on rambut ketombe rontok ala alodita,non-clickbait,1
3 rambut sebab bad hair day,clickbait,0
grabkitchen serius kembang grab antar agam jenis menu pesan,non-clickbait,1
zodiak mudah jatuh cinta pandang,clickbait,0
salah sakit asa pria tulus cinta,clickbait,0
tips pilih simpan kayu manis aroma awet,clickbait,0
nikah terus tingkat depresi,non-clickbait,1
fimela fest 2019 gera body positivity,non-clickbait,1
tepung panir goreng mudah rontok,clickbait,0
olah kulit putih semangka manis,clickbait,0
resep ayam saus telur asin gurih praktis,non-clickbait,1
efektif usir cegah kutu beras ketan,clickbait,0
cinta paksa,clickbait,0
resep tumis mentimun tabur wijen ala korea,non-clickbait,1
tips asam jawa masakan sedap,clickbait,0
taemin epik high ramai gyeonggi culture festa 2019 indonesia,non-clickbait,1
fimela fest 2019 perempuan lahir cantik peduli bentuk fisik,non-clickbait,1
simpan ubi tahan tunas,clickbait,0
menu telur dadar bayam tumis cumi mi kangkung jakarta,non-clickbait,1
konsumsi pil kb turun gairah seksual perempuan,clickbait,0
sulit bangun pagi manfaat sehat,clickbait,0
doa dekat,clickbait,0
telusur kisah semenanjung kunisaki jepang,non-clickbait,1
dewa19 chungha hibur smartfren wow concert,non-clickbait,1
alas nik zefanya line up smartfren wow concert,clickbait,0
nicky tirta,clickbait,0
gisella anastasia klarifikasi video klab malam,non-clickbait,1
rambo last blood kembali sang legenda john rambo babak,non-clickbait,1
sukses akting jefan nathanio wujud mimpi nyanyi,non-clickbait,1
lady gaga aku cantik makeup,non-clickbait,1
5 manfaat bengkuang,clickbait,0
rias keluarga presiden tienuk riefki tinggal ibas sby adi trihatmanto,non-clickbait,1
5 rekomendasi serum anti aging merek lokal harga jangkau,clickbait,0
fimela fest 2019 orangtua mindful parenting hasil anak mental sehat,non-clickbait,1
6 zodiak pikir,clickbait,0
menu ikan asin pedas celimpungan pepes ayam mercon,non-clickbait,1
face mist alami kulit minyak,clickbait,0
giat fun karyawan produktif outing,non-clickbait,1
buang kulit jeruk usir semut,non-clickbait,1
4 jenis sayur turun kolesterol,clickbait,0
jatuh cinta tatap muka,non-clickbait,1
tips hilang bau amis alot kerang,clickbait,0
fimela fest 2019 5 alas perempuan damai takut,clickbait,0
buru buru wag keluarga yuk tahan hubung orangtua,non-clickbait,1
3 kado beli gaji,clickbait,0
3 zodiak malu,clickbait,0
olahraga flu batuk,clickbait,0
hati luka hati hati cinta,non-clickbait,1
cinta paksa sulit tahan,clickbait,0
fimela fest 2019 perempuan fearless piawai atur uang,non-clickbait,1
fimela fest 2019 sus pudjiastuti sosok perempuan fearless panutan,non-clickbait,1
fimela fest 2019 6 langkah baik kelola uang,clickbait,0
fimela fest 2019 15 perempuan fearless,clickbait,0
fimela fest 2019 grow fearless kuat daya perempuan,clickbait,0
aman makan salmon mentah bahaya,clickbait,0
koleksi jam tangan nyaman profesi,clickbait,0
hati beda sulit satu,clickbait,0
marsha aruan kenal makeup sekolah,non-clickbait,1
sukacita melankolia yura balkonjazz festival 2019,non-clickbait,1
tampil musisi viral smartfren wowconcert usung kolaborasi lintas genre,non-clickbait,1
gisella anastasia tahan haru bicara hubung gading marten,non-clickbait,1
lirik lagu brisia jodie rekah,non-clickbait,1
catut nama bayi franda maaf,non-clickbait,1
unggah foto perut cinta laura perhati,clickbait,0
film generasi 90 an melankolia rangkum lagu milik 3 band papan,non-clickbait,1
pakai cadar vebby palwinta bilang cantik,clickbait,0
alam alice norin bareng anak,clickbait,0
produser film dian sastrowardoyo dukung suami,non-clickbait,1
kenang legenda chrisye karya karya,non-clickbait,1
google doodle kenang 70 tahun sosok chrisye,clickbait,0
alas raline shah pilih kedai kopi lini bisnis baru,clickbait,0
raline shah tuju artis keluarga,non-clickbait,1
ajak anak lari zee zee shahab arah atlet,clickbait,0
agens bicara kembali mina comeback twice,non-clickbait,1
anak minus gisella anastasia stres,clickbait,0
sifat pantang serah zee zee shahab zodiak aries,non-clickbait,1
10 member girl group populer september 2019,clickbait,0
asa raline shah nominasi peoples choice awards 2019,non-clickbait,1
kunjung sekolah lena gomez motivasi ajar,non-clickbait,1
momen comeback anang hermansyah juri indonesian idol,clickbait,0
4 selebriti hollywood kembar,clickbait,0
seru marsha timothy ajak teman sma reuni nonton film bebas bioskop,clickbait,0
intip sifat reisa broto asmoro zodiak capricorn,clickbait,0
tahu kurang lebih produk makeup tahan 24 jam,clickbait,0
minyak jarak hilang jerawat,clickbait,0
3 resep jitu masker rambut buat minyak zaitun,clickbait,0
lipstik cair ultra matte generasi baru ringan bibir bebas rias,non-clickbait,1
tips wangi parfum awet tahan,clickbait,0
foundation coverage baik kulit wajah topeng,non-clickbait,1
5 inspirasi makeup kini panggung london fashion week,clickbait,0
layan sehat metode rehabilitasi vitalitas hadir indonesia,non-clickbait,1
kandung bahan alami rawat rambut kulit kepala,non-clickbait,1
5 tanda kulit produk skincare,clickbait,0
tutorial bilas teh kuat akar batang rambut,non-clickbait,1
fimela fest 2019 pilih sekolah anak anak generasi,non-clickbait,1
resep chawan mushi 3 bahan,non-clickbait,1
6 zodiak keras,clickbait,0
deposito pilih investasi investor mula risiko rendah,non-clickbait,1
usia tambah bahagia orangtua,clickbait,0
rekomendasi buku pasang muda wajib milik,clickbait,0
resep nasi telur praktis menu sarap,non-clickbait,1
fimela fest 2019 5 selebriti dunia gencar suara tara hak perempuan,clickbait,0
fimela fest 2019 self love terima bikin happy,clickbait,0
3 tolong atas lelah,clickbait,0
olahraga kardiovaskular hobi sehat bahagia,non-clickbait,1
cinta kupu kupu terbang kejar jauh,non-clickbait,1
resep banoffee oreo regal lembut bahan sederhana,non-clickbait,1
menu sandwich keju ceker ayam dim sum sate buntel,non-clickbait,1
tips susun itinerary travelling efektif,clickbait,0
buah pisang makan,clickbait,0
hubung sehat baik akhir,clickbait,0
